id,country,product_services,revenue_omu,type,type_length,is_source,is_target,weighted_degree,degree,total_revenue,type_set,neighbor_BO,neighbor_CC,total_rev_per_BO,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,related
Woods PLC,ZH,"['Unknown', 'Specialises in floating factory ships that are engaged in the gathering and processing of seafood into canned seafood products; Focuses on canning seafood, smoking, salting, and drying seafood, eviscerating fresh fish by removing heads, fins, scales, bones, and entrails, shucking and packing fresh shellfish, processing marine fats and oils and freezing seafood']","[20942.8141, 'None']","{'Company': 1, 'Company Contacts': 2}",3,1,0,2,2,20942,"['Company', 'Company Contacts']",2,0,10471.0,1.0,1.0,1.0,0.707106690085642,1
Deep Blue Ltd. Liability Co Holdings,Oceanus,['Fine seafoods'],[20866.6728],{'Company': 1},1,0,0,0,0,20866,['Company'],0,0,20866.0,0.0,0.0,0.0,0.0,1
Marine Muse SRL International,Arreciviento,['Processing and sales of fish and fish products'],[20788.8993],{'Company': 1},1,1,0,1,1,20788,['Company'],1,0,20788.0,1.0,0.0,1.0,0.7071067811865476,1
Garrett LLC,ZH,"['Fish and sea food products', 'Unknown']","['None', 5487.9915, 20775.2999]","{'Company': 2, 'Company Contacts': 2}",4,0,0,0,0,26262,"['Company', 'Company Contacts']",0,0,26262.0,0.0,0.0,0.0,0.0,1
Playa del Cielo GmbH,Oceanus,"['Seafood (shrimp, crab, lobster, scallops, mussels, octopus, squid, mahi mahi, kingfish, wahoo, tuna, hoki, swordfish, snapper, orange roughy, salmon, pollock, tilapia, milkfish, striped pangasius, eel, seafood mix, frog legs, seaweed salad, tobiko, Asian specialty items, and others)']",[20766.6728],{'Company': 1},1,1,0,1,1,20766,['Company'],0,1,20766.0,1.0,0.0,1.0,0.7071067811865476,1
Manipur  Market S.A. de C.V. Express,Marebak,"['Fresh and frozen seafood and other aquatic products, and canned and cured fish and seafood']",[20599.7764],{'Company': 1},1,1,0,1,1,20599,['Company'],0,1,20599.0,1.0,0.0,1.0,0.7071067811865476,1
Big Sulphur  Incorporated Holdings,Puerto Sol,"['Fresh and frozen meats, fish products, and fruit and vegetables']",[20414.1435],{'Company': 1},1,1,0,5,5,20414,['Company'],4,1,5103.5,0.8333333333333333,0.9333333333333332,0.8571428571428571,0.6881903745989718,1
"Meyer, Carroll and Davis",ZH,['Preparation and packaging of seafood products'],[20408.7651],{'Company': 1},1,0,0,0,0,20408,['Company'],0,0,20408.0,0.0,0.0,0.0,0.0,1
Edwards-Dixon,ZH,"['Offers a wide range of products such as tuna, salmon, herring, shellfish, and groundfish products']",[20066.6728],{'Company': 1},1,0,0,0,0,20066,['Company'],0,0,20066.0,0.0,0.0,0.0,0.0,1
Mar de la Costa Pic,Marebak,"['Seafood product preparation and packaging such transforming food into other forms for consumption; Canning seafood, smoking, salting, and drying seafood, eviscerating fresh fish by removing heads, fins, scales, bones, and entrails, shucking and packing fresh shellfish, processing marine fats and oils and freezing seafood']",[20060.8333],{'Company': 1},1,1,0,2,2,20060,['Company'],1,1,20060.0,1.0,1.0,1.0,0.707106690085642,1
"Lewis, Brown and Parsons",ZH,"['Focused on canning of seafood (including soup) and marine fats and oils, as well as smoking, salting, and drying of seafood']",[19906.86],{'Company': 1},1,0,0,0,0,19906,['Company'],0,0,19906.0,0.0,0.0,0.0,0.0,1
Zambezi Escarpment  ОАО Freight,Marebak,"['Fish and fish products (fresh and frozen seafood and other aquatic products, and canned and cured fish and seafood)']",[19890.7295],{'Company': 1},1,1,0,2,2,19890,['Company'],1,1,19890.0,0.2857142857142857,0.2857142857142857,0.4375,0.2049122147338281,1
Coastal Castaway AB and Son's,Marebak,"['Surf clam, short-necked clam, swimming crab, octopus, squid, moon snail, conch, charybdis japonica crab (japanese stone crab), yellow corvina, geoduck (panopea japonica), and sand lance']",[19786.3006],{'Company': 1},1,1,0,3,3,19786,['Company'],2,1,9893.0,0.0004230118443316,0.0005639760226077,0.056772788767121,3.569574840010991e-13,1
"Cochran, Marks and Higgins",ZH,"['Preparation and packaging seafoods (Gathering and canning seafood, smoking, salting, and drying seafood, eviscerating fresh fish by removing heads, fins, scales, bones, and entrails, shucking and packing fresh shellfish, processing marine fats and oils and freezing seafood)']",[19676.592],{'Company': 1},1,0,0,0,0,19676,['Company'],0,0,19676.0,0.0,0.0,0.0,0.0,1
MarlinMania Current GmbH & Co. KG Line,Oceanus,"['Seafood products, such as shellfish and fin fish, as well as other related seafood products']",[19566.6728],{'Company': 1},1,1,0,1,1,19566,['Company'],0,1,19566.0,1.0,0.0,1.0,0.7071067811865476,1
Aqua Aura Limited Liability Company Services,Kondanovia,"['Canning, processing and manufacturing of seafood and other aquatic products']",[19562.8196],{'Company': 1},1,1,0,1,1,19562,['Company'],0,1,19562.0,0.1666666666666666,0.0,0.4,0.1624623459100799,1
Goodman-Washington,ZH,['Fish and shellfish products'],[19471.7933],{'Company': 1},1,0,0,0,0,19471,['Company'],0,0,19471.0,0.0,0.0,0.0,0.0,1
Victoria Falls   Plc Transport,Oceanus,['Fresh frozen packaged fish and seafood'],[19466.6728],{'Company': 1},1,1,0,2,1,19466,['Company'],0,1,19466.0,0.5,0.0,0.6666666666666666,0.5000000644180599,1
Harris-White,ZH,['Fish and fish products'],[19378.3324],{'Company': 1},1,0,0,0,0,19378,['Company'],0,0,19378.0,0.0,0.0,0.0,0.0,1
Rogers Inc,ZH,"['Unknown', 'Seafood product preparation and packaging such transforming food into other forms for consumption; Canning seafood, smoking, salting, and drying seafood, eviscerating fresh fish by removing heads, fins, scales, bones, and entrails, shucking and packing fresh shellfish, processing marine fats and oils and freezing seafood']","[19274.3614, 'None']","{'Company': 1, 'Beneficial Owner': 2, 'Company Contacts': 1}",4,1,0,2,2,19274,"['Company', 'Beneficial Owner', 'Company Contacts']",2,0,9637.0,1.0,1.0,1.0,0.707106690085642,1
Barco de Plata Incorporated,Mawazam,['Pre-fried seafoods such as shrimp fritters; breaded such as ebi katsu; dried seasoned Shima-aji (okada); frozen conger eel fish and frozen leather jacket fish; and seasoning dried fish'],[19193.1974],{'Company': 1},1,1,0,10,5,19193,['Company'],4,1,4798.25,1.0,1.0,1.0,0.7071064011232681,1
Lewis PLC,ZH,"['Unknown', 'Canning, processing and manufacturing of seafood and other aquatic products']","[19146.379, 'None']","{'Company': 1, 'Beneficial Owner': 6, 'Company Contacts': 1}",8,1,0,5,5,19146,"['Company', 'Beneficial Owner', 'Company Contacts']",2,3,9573.0,0.0007050197405527,0.0011277929658775,0.0490744905373144,3.7765959950894606e-15,1
Flores and Sons,ZH,"['Unknown', 'Canned seafood; salted, dried and smoked seafood; packed fresh shellfish; and marine fats and oils']","[19121.4915, 'None']","{'Company': 1, 'Beneficial Owner': 2, 'Company Contacts': 4}",7,1,0,5,5,19121,"['Company', 'Beneficial Owner', 'Company Contacts']",4,1,4780.25,0.8333333333333333,0.9333333333333332,0.8571428571428571,0.6881903745989718,1
Mar del Golfo Sp,Oceanus,"['Alaskan seafood such as salmon, salmon caviar and halibut']",[19066.6728],{'Company': 1},1,1,0,1,1,19066,['Company'],0,1,19066.0,1.0,0.0,1.0,0.7071067811865476,1
Klein Ltd,ZH,"['EVA (ethylene vinyl acetate) of EVA foam sheet, beach shoes, all kinds of slippers', 'Unknown']","[19033.9934, 'None']","{'Company': 1, 'Company Contacts': 1}",2,0,0,0,0,19033,"['Company', 'Company Contacts']",0,0,19033.0,0.0,0.0,0.0,0.0,1
Chhattisgarh  GmbH & Co. KG,Zawalinda,"['Tuna, sword fish, bass, trout, and salmon, as well as offers shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams, and other related seafood products']",[18804.146],{'Company': 1},1,1,0,3,3,18804,['Company'],2,1,9402.0,1.0,1.0,1.0,0.707106878039843,1
SeaBass &  S.A. de C.V.,Jiraputra,"['Wild caviar, and other species of sturgeon from other sources, and other fish roe specialties such as salmon roe, trout, and other delicacies including king crab, foie gras, smoked salmon and sturgeon, saffron, truffles, others']",[18667.7428],{'Company': 1},1,1,0,1,1,18667,['Company'],0,1,18667.0,1.0,0.0,1.0,0.7071067811865476,1
Tiao piao  Limited Liability Company,Oceanus,"['Preparation and packaging seafoods (Gathering and canning seafood, smoking, salting, and drying seafood, eviscerating fresh fish by removing heads, fins, scales, bones, and entrails, shucking and packing fresh shellfish, processing marine fats and oils and freezing seafood)']",[18639.5452],{'Company': 1},1,1,0,10,5,18639,['Company'],4,1,4659.75,0.0007050197405527,0.0014096020129263,0.0513507447016487,6.229007273999991e-14,1
Blue Lagoon Kga Distribution,Oceanus,['Frozen seafood'],[18566.6728],{'Company': 1},1,1,0,1,1,18566,['Company'],0,1,18566.0,0.3333333333333333,0.0,0.6,0.4082482345455792,1
Hansen-Rice,ZH,['Fresh and frozen seafood'],[18491.0781],{'Company': 1},1,0,0,0,0,18491,['Company'],0,0,18491.0,0.0,0.0,0.0,0.0,1
Green Valley NV Starfish,Puerto Sol,"['Artichokes, mushrooms, olives, capers and sea salad']",[18316.219],{'Company': 1},1,1,0,3,3,18316,['Company'],2,1,9158.0,0.0004230118443316,0.0005639760226077,0.0516484236743789,7.555816085478792e-13,1
Mediterranean s Co &,Oceanus,['Fish and fish products'],[18166.6728],{'Company': 1},1,1,0,1,1,18166,['Company'],0,1,18166.0,1.0,0.0,1.0,0.7071067811865476,1
Estrella del Sol Company,Lumindoria,['Marine fishing'],[18150.9398],{'Company': 1},1,1,0,1,1,18150,['Company'],0,1,18150.0,1.0,0.0,1.0,0.7071067811865476,1
Hunt-Sanchez,ZH,['Prawn and shrimp'],[18131.0765],{'Company': 1},1,0,0,0,0,18131,['Company'],0,0,18131.0,0.0,0.0,0.0,0.0,1
Johnson-Hernandez,ZH,['Fish and seafood products'],[18036.6492],{'Company': 1},1,1,0,1,1,18036,['Company'],1,0,18036.0,1.0,0.0,1.0,0.7071067811865476,1
Wheeler Group,ZH,"['Unknown', 'Preparation and packaging seafoods (Gathering and canning seafood, smoking, salting, and drying seafood, eviscerating fresh fish by removing heads, fins, scales, bones, and entrails, shucking and packing fresh shellfish, processing marine fats and oils and freezing seafood)']","[17993.968, 'None']","{'Company': 1, 'Company Contacts': 1}",2,1,0,1,1,17993,"['Company', 'Company Contacts']",1,0,17993.0,1.0,0.0,1.0,0.7071067811865476,1
SwimFins Company Marine ecology,Isliandor,['Processing and preserving of fish and fish products'],[17993.1037],{'Company': 1},1,1,0,3,3,17993,['Company'],2,1,8996.5,0.1875,0.3416666666666667,0.3478260869565217,0.1264014793093834,1
Costa del Sol S.p.A.,Thessalandia,"['Airfreight planning and handling services from door-to-door consignments for smaller items to large project cargoes for airlines operating at Aalesund Lufthavn Vigra; and sea transportation services, including imports and exports to/from various destinations in containers, general cargoes, and land/sea project cargoes, as well as break bulk services worldwide; Provides trucking and door to door delivery services to/from various destinations in Europe; direct trucking without transshipment services from Germany, Belgium, the Netherlands, and France to Aalesund, Norway; and ship parts consolidation services for transport to Eastern Europe; Operates a container terminal in Skutvika that handles and stores dry, chilled, and frozen cargoes, as well as offers extended services, such as loading/discharging, truck handling, bulk storage and storage in racks, and shipping of various kinds of goods; and provides ship agency services to handle vessels at various ports in Norway, including port, crew transfer, shipchandler, cargo/customs declaration, chartering, oil and bunker broker, cargo brokerage, lay-up, and stevedoring services']",[17938.4411],{'Company': 1},1,1,0,12,6,17938,['Company'],5,1,3587.6,0.0008460236886632,0.0089894938437489,0.0645590015748318,1.1255316809588504e-10,1
Tran LLC,ZH,"['Tuna, sword fish, bass, trout, and salmon, as well as offers shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams, and other related seafood products', 'Unknown']","[17913.6428, 'None']","{'Company': 1, 'Beneficial Owner': 1}",2,1,0,1,1,17913,"['Company', 'Beneficial Owner']",1,0,17913.0,0.0001410039481105,0.0,0.041949355558053,5.878796015451614e-15,1
Black Sea Tuna Corporation,Thessalandia,"['Pelagic (mackerel, herring, silver smelt, blue whiting, capelin); Whitefish (cod, haddock, saithe, Greenland halibut); Roe (cod roe, herring roe)', 'Unknown']","['Unknown', 17894.2234]",{'Company': 2},2,1,0,3,3,17894,['Company'],1,2,17894.0,1.0,1.0,1.0,0.707106878039843,1
Johnson LLC,ZH,"['Unknown', 'Fish and seafood products']","[6404.7337, 17866.6728, 'None', 9936.231, 4786.6728, 5076.6728, 8438.8053]","{'Company': 6, 'Beneficial Owner': 10, 'Company Contacts': 6}",22,1,0,3,3,52506,"['Company', 'Beneficial Owner', 'Company Contacts']",1,2,52506.0,1.0,1.0,1.0,0.707106878039843,1
Diao yu bi sai  Corp,Faraluna,"['Fresh and frozen fish and seafood products, as well as breaded fish filets, nuggets, and burgers']",[17801.0502],{'Company': 1},1,1,0,2,2,17801,['Company'],1,1,17801.0,1.0,1.0,1.0,0.707106690085642,1
"Jenkins, Robinson and Shannon",ZH,['Fish and seafood products'],[17786.6682],{'Company': 1},1,0,0,0,0,17786,['Company'],0,0,17786.0,0.0,0.0,0.0,0.0,1
Madhya Pradesh   Ltd. Liability Co Freight,Marebak,"['Tuna, sword fish, bass, trout, and salmon, as well as offers shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams, and other related seafood products']",[17621.7291],{'Company': 1},1,1,0,3,3,17621,['Company'],2,1,8810.5,0.0337078651685393,0.0446884576098059,0.3006756756756756,0.0596247637570565,1
Saltwater Sizzle LC Barge,Nalakond,"['Offers white fish, big fish, cephalopods, and sea-frozen shrimp']",[17616.9813],{'Company': 1},1,1,0,2,2,17616,['Company'],1,1,17616.0,0.000282007896221,0.000282007896221,0.0555055529032409,1.583684942917372e-12,1
Banded tilapia Corporation Holdings,Solovarossa,"['Specialises in a wide range of seafood products, including shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, clams, and a variety of fish, (tuna, catfish, tilapia, sword fish, bass, trout, and salmon)']",[17498.3297],{'Company': 1},1,1,0,6,6,17498,['Company'],5,1,3499.6,0.0444444444444444,0.3959093421779989,0.2188006482982172,0.020205276668259,1
Fin Addiction SE Express,Oceanus,"['Preparation and packaging seafoods (Gathering and canning seafood, smoking, salting, and drying seafood, eviscerating fresh fish by removing heads, fins, scales, bones, and entrails, shucking and packing fresh shellfish, processing marine fats and oils and freezing seafood)']",[17296.6585],{'Company': 1},1,1,0,3,3,17296,['Company'],2,1,8648.0,1.0,1.0,1.0,0.707106878039843,1
Brisa del Este GmbH,Marebak,['Fishmeals and preserved aquatic products'],[17283.2772],{'Company': 1},1,1,0,2,2,17283,['Company'],1,1,17283.0,0.2222222222222222,0.2222222222222222,0.3103448275862069,0.1219404192813097,1
Oceanic Blue - Incorporated Brothers,Oceanus,['Finest frozen seafood'],[17066.6728],{'Company': 1},1,1,0,3,3,17066,['Company'],2,1,8533.0,1.0,1.0,1.0,0.707106878039843,1
Lake Rukwa  Ltd Logistics,Marebak,['Fresh and frozen seafood'],[16961.0572],{'Company': 1},1,1,0,5,5,16961,['Company'],4,1,4240.25,0.7142857142857142,0.8571428571428571,0.7,0.676765087938679,1
"Butler, Owens and Mueller",ZH,['Frozen marine products and aquatic products'],[16921.0578],{'Company': 1},1,0,0,0,0,16921,['Company'],0,0,16921.0,0.0,0.0,0.0,0.0,1
Indian Ocean Harvesters AG Transportation,Puerto Sol,['Agricultural and fish products'],[16875.8901],{'Company': 1},1,1,0,9,3,16875,['Company'],2,1,8437.5,0.6000000000000001,0.7000000000000001,0.7142857142857143,0.5773502691896257,1
Benitez Ltd,ZH,"['Truck tie-downs for flatbed trailers, and interior vans; Auto tie-downs, nets, commodity slings, marine straps and air cargo securements; Hardware products and accessories for the trucking, maritime and airline industries', 'Unknown']","[16866.6728, 'None']","{'Company': 1, 'Beneficial Owner': 1}",2,0,0,0,0,16866,"['Company', 'Beneficial Owner']",0,0,16866.0,0.0,0.0,0.0,0.0,1
Jackson-Williams,ZH,['Fish and seafood products'],[16786.4154],{'Company': 1},1,1,0,1,1,16786,['Company'],0,1,16786.0,1.0,0.0,1.0,0.7071067811865476,1
Huerta-Davis,ZH,"['Canning, processing and manufacturing of seafood and other aquatic products']",[16694.3515],{'Company': 1},1,0,0,0,0,16694,['Company'],0,0,16694.0,0.0,0.0,0.0,0.0,1
Kafue River  Breakwater Inc United,Nalakond,"['Fishmeal and fish oil; Seafood processing services; Reels, lightweight graphite rods, softbaits, saltwater squids, flicker shads, cardinals, and inshore rods for anglers']",[16659.2164],{'Company': 1},1,1,0,4,4,16659,['Company'],3,1,5553.0,0.0005640157924421,0.0008459043791598,0.0753066100345102,0.0060693497615584,1
Morris LLC,ZH,"['Edible crabs, clams, sea mussels, shrimps, clam meat, cockle meat, lobsters, mixed shell fish, sea mussel meat, shrimps meat, and surimi sticke; Broccoli , onion, carrots, legumes, peppers, and tomatoes', 'Unknown']","[16633.9188, 'None']","{'Company': 1, 'Company Contacts': 2}",3,0,0,0,0,16633,"['Company', 'Company Contacts']",0,0,16633.0,0.0,0.0,0.0,0.0,1
SeaSplash Foods Ltd. Liability Co Express,Oceanus,"['Eviscerating fresh fish by removing heads, fins, scales, bones, and entrails; shucking and packing fresh shellfish; and manufacturing frozen seafood; and processing fresh and frozen marine fats and oils']",[16629.9185],{'Company': 1},1,1,0,2,2,16629,['Company'],1,1,16629.0,0.6666666666666666,0.1666666666666666,0.75,0.5,1
Dnipro  Limited Liability Company,Brindisola,"['Fish and seafood products (tuna, salmon, herring, shellfish, and groundfish products; flounder fillets, cornmeal pollock strips, burger, and tuna steak; frozen halibut steaks and fancy king crabs; canned sockeye salmon and frozen sockeye; cod, pollock, rockfish, flounder and sole)', 'Unknown']","[16627.8324, 5646.6728]",{'Company': 2},2,1,0,9,9,22273,['Company'],7,2,3181.8571428571427,0.0012690355329949,0.0033811915567368,0.0753626268529833,0.0064540158082438,1
